frame,x1,y1,w,h
206,0.45234375,0.6625,0.01328125,0.0375
208,0.45390625,0.6597222222222222,0.0125,0.04027777777777778
209,0.4546875,0.6569444444444444,0.0125,0.043055555555555555
212,0.45859375,0.6583333333333333,0.0125,0.043055555555555555
214,0.46171875,0.6569444444444444,0.0109375,0.043055555555555555
216,0.46484375,0.6569444444444444,0.01171875,0.04583333333333333
217,0.4671875,0.6541666666666667,0.0109375,0.04722222222222222
218,0.46640625,0.6555555555555556,0.01484375,0.04027777777777778
219,0.4703125,0.6541666666666667,0.01015625,0.04583333333333333
221,0.471875,0.6513888888888889,0.01328125,0.04583333333333333
222,0.4734375,0.6541666666666667,0.0140625,0.03888888888888889
223,0.478125,0.65,0.01015625,0.044444444444444446
224,0.4765625,0.6486111111111111,0.01328125,0.04583333333333333
225,0.4796875,0.6486111111111111,0.01171875,0.044444444444444446
226,0.48359375,0.6458333333333334,0.0125,0.043055555555555555
229,0.48828125,0.6416666666666667,0.01484375,0.0375
231,0.49375,0.6361111111111111,0.01484375,0.041666666666666664
232,0.49296875,0.6361111111111111,0.01484375,0.04027777777777778
235,0.50078125,0.6291666666666667,0.0140625,0.03888888888888889
238,0.50859375,0.6222222222222222,0.0140625,0.034722222222222224
239,0.51015625,0.6208333333333333,0.01484375,0.0375
240,0.5140625,0.6180555555555556,0.015625,0.04027777777777778
241,0.515625,0.6180555555555556,0.01328125,0.044444444444444446
243,0.5203125,0.6180555555555556,0.01484375,0.041666666666666664
247,0.52578125,0.6208333333333333,0.0125,0.041666666666666664
248,0.52578125,0.6222222222222222,0.0125,0.044444444444444446
249,0.5265625,0.6263888888888889,0.0125,0.03888888888888889
250,0.5265625,0.6263888888888889,0.0140625,0.04027777777777778
251,0.52734375,0.6319444444444444,0.01171875,0.043055555555555555
252,0.5265625,0.6347222222222222,0.01328125,0.041666666666666664
253,0.528125,0.6402777777777777,0.01171875,0.03888888888888889
260,0.521875,0.6694444444444444,0.01796875,0.043055555555555555
319,0.4765625,0.6347222222222222,0.015625,0.05277777777777778
320,0.478125,0.6430555555555556,0.0125,0.04722222222222222
321,0.478125,0.6416666666666667,0.0125,0.05
322,0.478125,0.6486111111111111,0.0140625,0.05138888888888889
323,0.4796875,0.6513888888888889,0.0140625,0.05277777777777778
325,0.4796875,0.6638888888888889,0.0140625,0.05277777777777778
326,0.48046875,0.6694444444444444,0.0125,0.044444444444444446
327,0.48046875,0.6736111111111112,0.01484375,0.04861111111111111
328,0.48046875,0.6791666666666667,0.0171875,0.044444444444444446
331,0.4828125,0.6875,0.01484375,0.05
332,0.48359375,0.6902777777777778,0.01484375,0.04861111111111111
333,0.4828125,0.6958333333333333,0.0171875,0.044444444444444446
334,0.48359375,0.6944444444444444,0.01640625,0.044444444444444446
335,0.484375,0.6944444444444444,0.01484375,0.043055555555555555
336,0.4859375,0.6972222222222222,0.01484375,0.04722222222222222
337,0.48359375,0.6958333333333333,0.01796875,0.04861111111111111
338,0.4859375,0.6944444444444444,0.01640625,0.05138888888888889
340,0.48671875,0.6944444444444444,0.01796875,0.04861111111111111
341,0.4859375,0.6916666666666667,0.01953125,0.05
344,0.4921875,0.6861111111111111,0.01640625,0.04861111111111111
348,0.49765625,0.6805555555555556,0.015625,0.05
