frame,x1,y1,w,h
24,0.446875,0.43472222222222223,0.040625,0.09722222222222222
25,0.44609375,0.4361111111111111,0.0375,0.10833333333333334
26,0.44609375,0.43472222222222223,0.03515625,0.10416666666666667
27,0.44140625,0.43472222222222223,0.040625,0.10694444444444444
49,0.44375,0.48055555555555557,0.03046875,0.09444444444444444
50,0.44375,0.48194444444444445,0.03125,0.09166666666666666
57,0.440625,0.47638888888888886,0.02890625,0.09166666666666666
58,0.43984375,0.475,0.03046875,0.09722222222222222
60,0.43984375,0.48333333333333334,0.0296875,0.08888888888888889
61,0.44140625,0.48194444444444445,0.025,0.09583333333333334
62,0.4375,0.48055555555555557,0.0296875,0.09444444444444444
67,0.43203125,0.4861111111111111,0.028125,0.0875
88,0.41640625,0.5513888888888889,0.0296875,0.09305555555555556
92,0.41484375,0.5583333333333333,0.02578125,0.08333333333333333
93,0.4140625,0.5597222222222222,0.02578125,0.0875
94,0.4140625,0.5652777777777778,0.025,0.08194444444444444
95,0.4125,0.5652777777777778,0.0265625,0.08611111111111111
96,0.409375,0.5638888888888889,0.028125,0.08888888888888889
97,0.41171875,0.5694444444444444,0.028125,0.07916666666666666
99,0.4078125,0.575,0.0296875,0.07777777777777778
105,0.4078125,0.5777777777777777,0.025,0.08055555555555556
106,0.40703125,0.5805555555555556,0.0234375,0.08333333333333333
107,0.40546875,0.5819444444444445,0.0234375,0.07916666666666666
108,0.409375,0.5791666666666667,0.01953125,0.07916666666666666
109,0.4078125,0.5791666666666667,0.0203125,0.08055555555555556
110,0.40625,0.5805555555555556,0.021875,0.08055555555555556
115,0.40625,0.575,0.02109375,0.08333333333333333
116,0.40546875,0.5708333333333333,0.021875,0.08055555555555556
117,0.40625,0.5694444444444444,0.02265625,0.08888888888888889
118,0.4046875,0.5694444444444444,0.02578125,0.09027777777777778
119,0.40390625,0.5722222222222222,0.025,0.08333333333333333
120,0.40546875,0.5708333333333333,0.0234375,0.09166666666666666
121,0.40234375,0.5625,0.025,0.10416666666666667
122,0.4015625,0.5708333333333333,0.0265625,0.0763888888888889
123,0.40390625,0.575,0.025,0.06805555555555555
124,0.40390625,0.5791666666666667,0.025,0.0625
125,0.40234375,0.5763888888888888,0.02734375,0.07361111111111111
126,0.4046875,0.5777777777777777,0.02265625,0.07361111111111111
127,0.4046875,0.5833333333333334,0.025,0.07222222222222222
128,0.4046875,0.5875,0.0203125,0.06527777777777778
129,0.403125,0.5916666666666667,0.02265625,0.07083333333333333
130,0.40390625,0.5972222222222222,0.02421875,0.0625
135,0.40390625,0.6194444444444445,0.021875,0.06111111111111111
136,0.40390625,0.6291666666666667,0.02265625,0.06527777777777778
138,0.403125,0.6416666666666667,0.0234375,0.0625
139,0.40234375,0.6472222222222223,0.02734375,0.06805555555555555
141,0.403125,0.6625,0.025,0.06388888888888888
143,0.4046875,0.6722222222222223,0.02265625,0.07777777777777778
154,0.41015625,0.6833333333333333,0.0203125,0.0625
155,0.4109375,0.675,0.0203125,0.0625
