frame;x1;y1;w;h
525;0.49765625;0.5138888888888888;0.01015625;0.025
526;0.49921875;0.5125;0.00859375;0.02361111111111111
527;0.4984375;0.5111111111111111;0.0078125;0.020833333333333332
528;0.49921875;0.5111111111111111;0.0078125;0.022222222222222223
529;0.49921875;0.5083333333333333;0.0078125;0.025
530;0.49921875;0.5083333333333333;0.01015625;0.02638888888888889
531;0.49921875;0.5083333333333333;0.0109375;0.02361111111111111
532;0.49921875;0.5083333333333333;0.01171875;0.022222222222222223
533;0.5;0.5083333333333333;0.0140625;0.020833333333333332
534;0.49921875;0.5069444444444444;0.01328125;0.02361111111111111
542;0.50234375;0.5027777777777778;0.01171875;0.025
564;0.503125;0.4861111111111111;0.0109375;0.02638888888888889
565;0.5015625;0.4875;0.0125;0.02361111111111111
568;0.5015625;0.4861111111111111;0.01171875;0.025
569;0.5015625;0.4847222222222222;0.0109375;0.02638888888888889
570;0.5;0.4875;0.0125;0.022222222222222223
579;0.4953125;0.48055555555555557;0.0125;0.03194444444444444
604;0.48515625;0.48194444444444445;0.0078125;0.03333333333333333
608;0.4859375;0.48333333333333334;0.0078125;0.03333333333333333
609;0.48671875;0.4847222222222222;0.00703125;0.029166666666666667
610;0.48671875;0.48333333333333334;0.00625;0.030555555555555555
611;0.4875;0.48333333333333334;0.00703125;0.027777777777777776
612;0.48828125;0.4861111111111111;0.0078125;0.02361111111111111
613;0.4890625;0.48333333333333334;0.00703125;0.029166666666666667
614;0.48984375;0.4847222222222222;0.00703125;0.029166666666666667
615;0.490625;0.48055555555555557;0.00703125;0.03194444444444444
616;0.4921875;0.4861111111111111;0.00625;0.030555555555555555
617;0.4921875;0.48333333333333334;0.00859375;0.030555555555555555
618;0.49296875;0.4847222222222222;0.009375;0.030555555555555555
619;0.49375;0.4861111111111111;0.0109375;0.027777777777777776
