frame;x1;y1;w;h
347;0.47890625;0.5222222222222223;0.075;0.19166666666666668
348;0.47265625;0.525;0.075;0.18194444444444444
349;0.4703125;0.5277777777777778;0.075;0.18194444444444444
352;0.4609375;0.525;0.06640625;0.17222222222222222
354;0.4546875;0.5263888888888889;0.059375;0.1736111111111111
355;0.45234375;0.525;0.05625;0.17916666666666667
356;0.44296875;0.5277777777777778;0.06328125;0.18888888888888888
357;0.4359375;0.5305555555555556;0.0671875;0.1736111111111111
358;0.434375;0.5263888888888889;0.065625;0.17222222222222222
361;0.428125;0.5277777777777778;0.059375;0.17222222222222222
387;0.4203125;0.5083333333333333;0.05546875;0.15416666666666667
