,Clip,Res,Tracker,IOU_Thresh,Dist_Thresh,SOTP,SOTA,Recall,Precision,FPF,SODP,MT,PT,ML,Completeness,FM,FPS,fp_count,fp_thresh_count,tp_count,fn_count,tn_count,N_objects,N_frames,N_match
101,Bike09,1280,medianflow,0.4,0.1,0.3959,0.1858,0.1858,0.1504,0.8146,0.1104,0,0,1,0.18,0.81,44.84,88,268,63,8,9,339,437.0,331
102,Bike09,1280,goturn,0.4,0.1,0.114,0.6726,0.6726,0.5229,0.47600000000000003,0.4082,0,1,0,0.61,0.33,12.58,97,111,228,0,0,339,437.0,339
103,Bike09,1280,mosse,0.4,0.1,0.0117,0.3953,0.3953,1.0,0.0,0.5579999999999999,1,0,0,0.91,0.6,55.27,0,0,134,205,97,339,437.0,134
104,Bike09,1280,csrt,0.4,0.1,0.0171,0.4218,0.4218,0.9286,0.0252,0.6363,1,0,0,0.94,0.58,27.33,11,0,143,196,86,339,437.0,143
105,Ski04,1920,mil,0.4,0.1,0.0112,1.0,1.0,1.0,0.0,0.4986,0,1,0,0.78,0.0,13.15,0,0,253,0,0,253,254.0,253
106,Ski04,1920,kcf,0.4,0.1,0.0114,1.0,1.0,1.0,0.0,0.5263,0,1,0,0.7,0.0,43.65,0,0,253,0,0,253,254.0,253
107,Ski04,1920,tld,0.4,0.1,0.0894,0.8656,0.8656,0.8656,0.1339,0.3666,0,1,0,0.43,0.13,7.57,0,34,219,0,0,253,254.0,253
108,Ski04,1920,medianflow,0.4,0.1,0.0114,1.0,1.0,1.0,0.0,0.552,0,1,0,0.78,0.0,34.72,0,0,253,0,0,253,254.0,253
109,Ski04,1920,goturn,0.4,0.1,0.0281,1.0,1.0,1.0,0.0,0.2912,0,1,0,0.23,0.0,9.39,0,0,253,0,0,253,254.0,253
110,Ski04,1920,mosse,0.4,0.1,0.0149,1.0,1.0,1.0,0.0,0.505,0,1,0,0.67,0.0,46.61,0,0,253,0,0,253,254.0,253
111,Ski04,1920,csrt,0.4,0.1,0.0116,1.0,1.0,1.0,0.0,0.551,0,1,0,0.78,0.0,16.22,0,0,253,0,0,253,254.0,253
112,Bike03,720,mil,0.4,0.1,0.0454,0.9429,0.9429,0.7416,0.2556,0.5062,1,0,0,0.86,0.06,17.79,19,4,66,0,0,70,90.0,70
113,Bike03,720,kcf,0.4,0.1,0.0021,0.0571,0.0571,1.0,0.0,0.9315,1,0,0,1.0,0.94,85.55,0,0,4,66,19,70,90.0,4
114,Bike03,720,tld,0.4,0.1,0.3572,0.1571,0.1571,0.1236,0.8667,0.0923,0,0,1,0.14,0.84,20.94,19,59,11,0,0,70,90.0,70
115,Bike03,720,medianflow,0.4,0.1,0.4188,0.0714,0.0714,0.0581,0.9,0.0305,0,0,1,0.01,0.93,86.37,17,64,5,1,2,70,90.0,69
116,Bike03,720,goturn,0.4,0.1,0.3351,0.2286,0.2286,0.1798,0.8111,0.1048,0,0,1,0.13,0.77,13.73,19,54,16,0,0,70,90.0,70
117,Bike03,720,mosse,0.4,0.1,0.0024,0.0143,0.0143,1.0,0.0,0.9448,1,0,0,1.0,0.99,106.64,0,0,1,69,19,70,90.0,1
118,Bike03,720,csrt,0.4,0.1,0.0297,1.0,1.0,0.7865,0.2111,0.6008,1,0,0,0.94,0.0,21.52,19,0,70,0,0,70,90.0,70
119,Car01,640,mil,0.4,0.1,0.0138,1.0,1.0,1.0,0.0,0.7189,1,0,0,1.0,0.0,19.0,0,0,156,0,0,156,157.0,156
120,Car01,640,kcf,0.4,0.1,0.0078,1.0,1.0,1.0,0.0,0.7515,1,0,0,1.0,0.0,77.44,0,0,156,0,0,156,157.0,156
121,Car01,640,tld,0.4,0.1,0.0304,1.0,1.0,1.0,0.0,0.5068,0,1,0,0.66,0.0,30.82,0,0,156,0,0,156,157.0,156
122,Car01,640,medianflow,0.4,0.1,0.0117,1.0,1.0,1.0,0.0,0.7976,1,0,0,1.0,0.0,103.76,0,0,156,0,0,156,157.0,156
123,Car01,640,mosse,0.4,0.1,0.0116,1.0,1.0,1.0,0.0,0.7471,1,0,0,1.0,0.0,123.96,0,0,156,0,0,156,157.0,156
124,Car01,640,csrt,0.4,0.1,0.0037,1.0,1.0,1.0,0.0,0.8777,1,0,0,1.0,0.0,25.32,0,0,156,0,0,156,157.0,156
125,Bike04,1504,mil,0.4,0.1,0.006,1.0,1.0,1.0,0.0,0.5847,1,0,0,1.0,0.0,13.42,0,0,94,0,0,94,95.0,94
126,Bike04,1504,kcf,0.4,0.1,0.0018,0.1064,0.1064,1.0,0.0,0.7959999999999999,1,0,0,1.0,0.89,51.14,0,0,10,84,0,94,95.0,10
127,Bike04,1504,tld,0.4,0.1,0.2252,0.3936,0.3936,0.3936,0.6,0.1921,0,1,0,0.29,0.61,6.41,0,57,37,0,0,94,95.0,94
128,Bike04,1504,medianflow,0.4,0.1,0.2269,0.2872,0.2872,0.2872,0.7053,0.0913,0,0,1,0.12,0.71,41.59,0,67,27,0,0,94,95.0,94
129,Bike04,1504,goturn,0.4,0.1,0.0649,0.8298,0.8298,0.8298,0.1684,0.0603,0,0,1,0.01,0.17,10.33,0,16,78,0,0,94,95.0,94
130,Bike04,1504,mosse,0.4,0.1,0.003,1.0,1.0,1.0,0.0,0.6138,1,0,0,0.99,0.0,52.26,0,0,94,0,0,94,95.0,94
131,Bike04,1504,csrt,0.4,0.1,0.0028,1.0,1.0,1.0,0.0,0.7184,1,0,0,1.0,0.0,22.45,0,0,94,0,0,94,95.0,94
132,Surf01,720,mil,0.4,0.1,0.0506,0.9009999999999999,0.9009999999999999,0.7829999999999999,0.2167,0.3063,0,1,0,0.31,0.1,18.3,105,69,628,0,0,697,803.0,697
133,Surf01,720,kcf,0.4,0.1,0.0009,0.0014,0.0014,1.0,0.0,0.9636,1,0,0,1.0,1.0,118.62,0,0,1,696,105,697,803.0,1
134,Surf01,720,tld,0.4,0.1,0.0546,0.8494,0.8494,0.7419,0.2565,0.3312,0,1,0,0.46,0.15,29.56,101,105,592,0,4,697,803.0,697
135,Surf01,720,medianflow,0.4,0.1,0.2722,0.0775,0.0775,0.0684,0.9166,0.0222,0,0,1,0.03,0.92,111.92,105,631,54,12,0,697,803.0,685
136,Surf01,720,goturn,0.4,0.1,0.0684,0.7776,0.7776,0.6758,0.3238,0.1471,0,0,1,0.15,0.22,18.08,105,155,542,0,0,697,803.0,697
137,Surf01,720,mosse,0.4,0.1,0.0041,0.0057,0.0057,1.0,0.0,0.8017,1,0,0,1.0,0.99,131.08,0,0,4,693,105,697,803.0,4
138,Surf01,720,csrt,0.4,0.1,0.0282,0.2339,0.2339,0.7443,0.0697,0.4279,0,1,0,0.61,0.77,66.27,56,0,163,534,49,697,803.0,163
139,Slalom01,720,mil,0.4,0.1,0.1396,0.3636,0.3636,0.3636,0.63,0.0956,0,0,1,0.14,0.64,16.83,0,63,36,0,0,99,100.0,99
140,Slalom01,720,kcf,0.4,0.1,0.0006,0.0101,0.0101,1.0,0.0,0.9588,1,0,0,1.0,0.99,103.69,0,0,1,98,0,99,100.0,1
141,Slalom01,720,tld,0.4,0.1,0.2921,0.0,0.0,0.0,0.99,0.0,0,0,1,0.0,1.0,13.34,0,99,0,0,0,99,100.0,99
142,Slalom01,720,medianflow,0.4,0.1,0.35600000000000004,0.1515,0.1515,0.1531,0.83,0.0059,0,0,1,0.0,0.85,92.29,0,83,15,1,0,99,100.0,98
143,Slalom01,720,goturn,0.4,0.1,0.1482,0.2727,0.2727,0.2727,0.72,0.0281,0,0,1,0.02,0.73,13.99,0,72,27,0,0,99,100.0,99
144,Slalom01,720,mosse,0.4,0.1,,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,1.0,106.91,0,0,0,99,0,99,100.0,0
145,Slalom01,720,csrt,0.4,0.1,0.0085,0.8788,0.8788,1.0,0.0,0.5344,0,1,0,0.74,0.12,26.93,0,0,87,12,0,99,100.0,87
146,Human01,1504,mil,0.4,0.1,0.0162,0.9841,0.9841,0.7848,0.2125,0.4719,0,1,0,0.63,0.02,13.0,16,1,62,0,0,63,80.0,63
147,Human01,1504,kcf,0.4,0.1,0.0014,0.0635,0.0635,1.0,0.0,0.8381,1,0,0,1.0,0.94,49.29,0,0,4,59,16,63,80.0,4
148,Human01,1504,tld,0.4,0.1,0.4493,0.0476,0.0476,0.038,0.95,0.0317,0,0,1,0.05,0.95,5.81,16,60,3,0,0,63,80.0,63
149,Human01,1504,medianflow,0.4,0.1,0.1968,0.4286,0.4286,0.3418,0.65,0.1088,0,0,1,0.14,0.57,43.89,16,36,27,0,0,63,80.0,63
150,Human01,1504,goturn,0.4,0.1,0.1114,0.6667,0.6667,0.5316,0.4625,0.1752,0,0,1,0.06,0.33,11.73,16,21,42,0,0,63,80.0,63
151,Human01,1504,mosse,0.4,0.1,0.0026,0.1111,0.1111,1.0,0.0,0.8190000000000001,1,0,0,1.0,0.89,55.63,0,0,7,56,16,63,80.0,7
152,Human01,1504,csrt,0.4,0.1,0.0054,1.0,1.0,0.7975,0.2,0.6095,1,0,0,0.95,0.0,18.56,16,0,63,0,0,63,80.0,63
153,Ski01,3840,mil,0.4,0.1,0.4619,0.1383,0.1383,0.1383,0.861,0.0858,0,0,1,0.13,0.86,5.63,0,1165,187,0,0,1352,1353.0,1352
154,Ski01,3840,kcf,0.4,0.1,0.003,0.1228,0.1228,1.0,0.0,0.6942,1,0,0,1.0,0.88,11.67,0,0,166,1186,0,1352,1353.0,166
155,Ski01,3840,tld,0.4,0.1,0.3218,0.2049,0.2049,0.2049,0.7945,0.075,0,0,1,0.1,0.8,1.94,0,1075,277,0,0,1352,1353.0,1352
156,Ski01,3840,medianflow,0.4,0.1,0.013000000000000001,0.9586,0.9586,0.9586,0.0414,0.4897,0,1,0,0.8,0.04,8.15,0,56,1296,0,0,1352,1353.0,1352
157,Ski01,3840,goturn,0.4,0.1,0.8529,0.2212,0.2212,0.2212,0.7783,0.0857,0,0,1,0.13,0.78,2.87,0,1053,299,0,0,1352,1353.0,1352
158,Ski01,3840,mosse,0.4,0.1,0.0102,1.0,1.0,1.0,0.0,0.5062,1,0,0,0.84,0.0,12.39,0,0,1352,0,0,1352,1353.0,1352
159,Ski01,3840,csrt,0.4,0.1,0.0036,1.0,1.0,1.0,0.0,0.4403,0,1,0,0.57,0.0,5.95,0,0,1352,0,0,1352,1353.0,1352
160,Bike02,720,mil,0.4,0.1,0.0135,1.0,1.0,1.0,0.0,0.6588,1,0,0,1.0,0.0,15.84,0,0,98,0,0,98,99.0,98
161,Bike02,720,kcf,0.4,0.1,0.001,0.0102,0.0102,1.0,0.0,0.9624,1,0,0,1.0,0.99,68.83,0,0,1,97,0,98,99.0,1
162,Bike02,720,tld,0.4,0.1,0.1528,0.0,0.0,0.0,0.9798,0.0,0,0,1,0.0,1.0,16.72,0,97,0,1,0,98,99.0,97
163,Bike02,720,medianflow,0.4,0.1,0.0038,0.9898,0.9898,1.0,0.0,0.7786,1,0,0,1.0,0.01,75.32,0,0,97,1,0,98,99.0,97
164,Bike02,720,goturn,0.4,0.1,0.1136,0.4184,0.4184,0.4184,0.5758,0.08199999999999999,0,0,1,0.07,0.58,13.48,0,57,41,0,0,98,99.0,98
165,Bike02,720,mosse,0.4,0.1,0.0003,0.0102,0.0102,1.0,0.0,0.9540000000000001,1,0,0,1.0,0.99,105.08,0,0,1,97,0,98,99.0,1
166,Bike02,720,csrt,0.4,0.1,0.0029,1.0,1.0,1.0,0.0,0.7286,1,0,0,1.0,0.0,31.96,0,0,98,0,0,98,99.0,98
167,Car01,1504,mil,0.4,0.1,0.0046,1.0,1.0,1.0,0.0,0.7617,1,0,0,1.0,0.0,15.13,0,0,156,0,0,156,157.0,156
168,Car01,1504,kcf,0.4,0.1,0.0054,1.0,1.0,1.0,0.0,0.7618,1,0,0,1.0,0.0,45.62,0,0,156,0,0,156,157.0,156
169,Car01,1504,tld,0.4,0.1,0.0285,1.0,1.0,1.0,0.0,0.5668,1,0,0,0.93,0.0,11.89,0,0,156,0,0,156,157.0,156
170,Car01,1504,medianflow,0.4,0.1,0.0079,1.0,1.0,1.0,0.0,0.8603,1,0,0,1.0,0.0,55.58,0,0,156,0,0,156,157.0,156
171,Car01,1504,mosse,0.4,0.1,0.0074,1.0,1.0,1.0,0.0,0.7996,1,0,0,1.0,0.0,60.76,0,0,156,0,0,156,157.0,156
172,Car01,1504,csrt,0.4,0.1,0.0044,1.0,1.0,1.0,0.0,0.7183,1,0,0,1.0,0.0,14.74,0,0,156,0,0,156,157.0,156
173,Wake01,1920,mil,0.4,0.1,0.25,0.4781,0.4781,0.4781,0.5212,0.1249,0,0,1,0.12,0.52,11.81,0,394,361,0,0,755,756.0,755
174,Wake01,1920,kcf,0.4,0.1,0.0077,0.0331,0.0331,1.0,0.0,0.6,1,0,0,1.0,0.97,36.83,0,0,25,730,0,755,756.0,25
175,Wake01,1920,tld,0.4,0.1,0.3481,0.0874,0.0874,0.0874,0.9114,0.0405,0,0,1,0.06,0.91,6.43,0,689,66,0,0,755,756.0,755
176,Wake01,1920,medianflow,0.4,0.1,0.2476,0.0689,0.0689,0.3586,0.12300000000000001,0.1273,0,0,1,0.2,0.93,31.99,0,93,52,610,0,755,756.0,145
177,Wake01,1920,goturn,0.4,0.1,0.3248,0.0662,0.0662,0.0662,0.9325,0.0131,0,0,1,0.01,0.93,12.21,0,705,50,0,0,755,756.0,755
178,Wake01,1920,mosse,0.4,0.1,0.0501,0.5523,0.5523,0.8113,0.1283,0.11900000000000001,0,0,1,0.06,0.45,42.67,0,97,417,241,0,755,756.0,514
179,Wake01,1920,csrt,0.4,0.1,0.0053,1.0,1.0,1.0,0.0,0.5198,1,0,0,0.91,0.0,15.77,0,0,755,0,0,755,756.0,755
180,Wake01,1280,mil,0.4,0.1,0.231,0.4993,0.4993,0.4993,0.5,0.1323,0,0,1,0.11,0.5,13.69,0,378,377,0,0,755,756.0,755
181,Wake01,1280,kcf,0.4,0.1,0.0074,0.0331,0.0331,1.0,0.0,0.6082,1,0,0,1.0,0.97,53.05,0,0,25,730,0,755,756.0,25
182,Wake01,1280,tld,0.4,0.1,0.3034,0.1934,0.1934,0.1936,0.8042,0.049,0,0,1,0.05,0.81,8.75,0,608,146,1,0,755,756.0,754
183,Wake01,1280,medianflow,0.4,0.1,0.4086,0.0702,0.0702,0.265,0.1944,0.0947,0,0,1,0.14,0.93,51.63,0,147,53,555,0,755,756.0,200
184,Wake01,1280,goturn,0.4,0.1,0.3285,0.045,0.045,0.045,0.9537,0.0121,0,0,1,0.01,0.95,13.04,0,721,34,0,0,755,756.0,755
185,Wake01,1280,mosse,0.4,0.1,0.0087,0.0424,0.0424,1.0,0.0,0.555,1,0,0,1.0,0.96,58.85,0,0,32,723,0,755,756.0,32
186,Wake01,1280,csrt,0.4,0.1,0.0587,0.5086,0.5086,0.8033,0.1243,0.2977,0,1,0,0.33,0.49,23.87,0,94,384,277,0,755,756.0,478
187,Surf01,1504,mil,0.4,0.1,0.1836,0.2339,0.2339,0.2032,0.7958,0.0369,0,0,1,0.05,0.77,14.23,105,534,163,0,0,697,803.0,697
188,Surf01,1504,kcf,0.4,0.1,0.0024,0.0086,0.0086,1.0,0.0,0.879,1,0,0,1.0,0.99,58.0,0,0,6,691,105,697,803.0,6
189,Surf01,1504,tld,0.4,0.1,0.0625,0.8235,0.8235,0.7474,0.2416,0.2577,0,1,0,0.28,0.18,10.06,88,106,574,17,17,697,803.0,680
190,Surf01,1504,medianflow,0.4,0.1,0.4452,0.023,0.023,0.023,0.8456,0.0185,0,0,1,0.03,0.98,53.35,95,584,16,97,10,697,803.0,600
191,Surf01,1504,goturn,0.4,0.1,0.067,0.7834,0.7834,0.6808,0.3188,0.1506,0,0,1,0.15,0.22,12.08,105,151,546,0,0,697,803.0,697
192,Surf01,1504,mosse,0.4,0.1,0.0344,0.1133,0.1133,0.9634,0.0037,0.4496,0,1,0,0.51,0.89,76.9,0,3,79,615,105,697,803.0,82
193,Surf01,1504,csrt,0.4,0.1,0.0175,0.1291,0.1291,0.8654,0.0174,0.598,1,0,0,0.89,0.87,39.8,10,4,90,603,95,697,803.0,94
194,Snowboard01,1280,mil,0.4,0.1,0.2411,0.6518,0.6518,0.6518,0.3451,0.3358,0,1,0,0.46,0.35,15.14,0,39,73,0,0,112,113.0,112
195,Snowboard01,1280,kcf,0.4,0.1,0.0011,0.0179,0.0179,1.0,0.0,0.8865,1,0,0,1.0,0.98,65.91,0,0,2,110,0,112,113.0,2
196,Snowboard01,1280,tld,0.4,0.1,0.4218,0.2768,0.2768,0.2768,0.7168,0.1122,0,0,1,0.14,0.72,12.28,0,81,31,0,0,112,113.0,112
197,Snowboard01,1280,medianflow,0.4,0.1,0.5404,0.1786,0.1786,0.4762,0.1947,0.3758,0,1,0,0.48,0.82,59.53,0,22,20,70,0,112,113.0,42
198,Snowboard01,1280,goturn,0.4,0.1,0.3999,0.2232,0.2232,0.2232,0.7699,0.1212,0,0,1,0.15,0.78,11.81,0,87,25,0,0,112,113.0,112
199,Snowboard01,1280,mosse,0.4,0.1,0.0008,0.0089,0.0089,1.0,0.0,0.9364,1,0,0,1.0,0.99,77.5,0,0,1,111,0,112,113.0,1
200,Snowboard01,1280,csrt,0.4,0.1,0.3797,0.2589,0.2589,0.2661,0.708,0.159,0,1,0,0.21,0.74,22.01,0,80,29,3,0,112,113.0,109
201,Bike02,1504,mil,0.4,0.1,0.0034,1.0,1.0,1.0,0.0,0.7996,1,0,0,1.0,0.0,14.35,0,0,98,0,0,98,99.0,98
202,Bike02,1504,kcf,0.4,0.1,0.0023,1.0,1.0,1.0,0.0,0.8089,1,0,0,1.0,0.0,43.81,0,0,98,0,0,98,99.0,98
203,Bike02,1504,tld,0.4,0.1,0.0193,1.0,1.0,1.0,0.0,0.529,1,0,0,0.94,0.0,10.83,0,0,98,0,0,98,99.0,98
204,Bike02,1504,medianflow,0.4,0.1,0.002,1.0,1.0,1.0,0.0,0.804,1,0,0,1.0,0.0,47.34,0,0,98,0,0,98,99.0,98
205,Bike02,1504,goturn,0.4,0.1,0.0385,1.0,1.0,1.0,0.0,0.071,0,0,1,0.03,0.0,12.94,0,0,98,0,0,98,99.0,98
206,Bike02,1504,mosse,0.4,0.1,0.0026,1.0,1.0,1.0,0.0,0.823,1,0,0,1.0,0.0,55.69,0,0,98,0,0,98,99.0,98
207,Bike02,1504,csrt,0.4,0.1,0.0023,1.0,1.0,1.0,0.0,0.8078,1,0,0,1.0,0.0,19.76,0,0,98,0,0,98,99.0,98
208,Human01,1280,mil,0.4,0.1,0.1197,0.6667,0.6667,0.5316,0.4625,0.3204,0,1,0,0.35,0.33,14.04,16,21,42,0,0,63,80.0,63
209,Human01,1280,kcf,0.4,0.1,0.0011,0.0635,0.0635,1.0,0.0,0.8571,1,0,0,1.0,0.94,55.96,0,0,4,59,16,63,80.0,4
210,Human01,1280,tld,0.4,0.1,0.3941,0.1746,0.1746,0.1392,0.85,0.0802,0,0,1,0.1,0.83,7.04,16,52,11,0,0,63,80.0,63
211,Human01,1280,medianflow,0.4,0.1,0.2019,0.4286,0.4286,0.3418,0.65,0.0977,0,0,1,0.13,0.57,50.23,16,36,27,0,0,63,80.0,63
212,Human01,1280,goturn,0.4,0.1,0.1084,0.6667,0.6667,0.5316,0.4625,0.2281,0,0,1,0.13,0.33,10.59,16,21,42,0,0,63,80.0,63
213,Human01,1280,mosse,0.4,0.1,0.0022,0.1111,0.1111,1.0,0.0,0.82,1,0,0,1.0,0.89,58.42,0,0,7,56,16,63,80.0,7
214,Human01,1280,csrt,0.4,0.1,0.0085,1.0,1.0,0.7975,0.2,0.5314,1,0,0,0.86,0.0,22.55,16,0,63,0,0,63,80.0,63
215,Ski02,1920,mil,0.4,0.1,0.0066,1.0,1.0,1.0,0.0,0.4381,0,1,0,0.51,0.0,11.71,0,0,601,0,0,601,602.0,601
216,Ski02,1920,kcf,0.4,0.1,0.0051,1.0,1.0,1.0,0.0,0.4419,0,1,0,0.57,0.0,29.68,0,0,601,0,0,601,602.0,601
217,Ski02,1920,tld,0.4,0.1,0.1475,0.7138,0.7138,0.7138,0.2857,0.3345,0,1,0,0.52,0.29,6.16,0,172,429,0,0,601,602.0,601
218,Ski02,1920,medianflow,0.4,0.1,0.0074,1.0,1.0,1.0,0.0,0.5916,1,0,0,0.98,0.0,31.35,0,0,601,0,0,601,602.0,601
219,Ski02,1920,goturn,0.4,0.1,0.0023,1.0,1.0,1.0,0.0,0.7726,1,0,0,1.0,0.0,13.53,0,0,601,0,0,601,602.0,601
220,Ski02,1920,mosse,0.4,0.1,0.0037,1.0,1.0,1.0,0.0,0.4212,0,1,0,0.45,0.0,43.59,0,0,601,0,0,601,602.0,601
221,Ski02,1920,csrt,0.4,0.1,0.0033,1.0,1.0,1.0,0.0,0.6671,1,0,0,1.0,0.0,16.21,0,0,601,0,0,601,602.0,601
222,Surf01,1280,mil,0.4,0.1,0.2224,0.2253,0.2253,0.1958,0.8032,0.0491,0,0,1,0.07,0.77,14.76,105,540,157,0,0,697,803.0,697
223,Surf01,1280,kcf,0.4,0.1,0.003,0.0086,0.0086,1.0,0.0,0.8641,1,0,0,1.0,0.99,63.41,0,0,6,691,105,697,803.0,6
224,Surf01,1280,tld,0.4,0.1,0.0443,0.8608,0.8608,0.7853,0.2042,0.2707,0,1,0,0.27,0.14,12.77,90,74,600,23,15,697,803.0,674
225,Surf01,1280,medianflow,0.4,0.1,0.431,0.023,0.023,0.0234,0.8331,0.0192,0,0,1,0.03,0.98,59.17,95,574,16,107,10,697,803.0,590
226,Surf01,1280,goturn,0.4,0.1,0.067,0.7819,0.7819,0.6796,0.32,0.1485,0,0,1,0.15,0.22,13.25,105,152,545,0,0,697,803.0,697
227,Surf01,1280,mosse,0.4,0.1,0.0034,0.0172,0.0172,1.0,0.0,0.7982,1,0,0,1.0,0.98,76.13,0,0,12,685,105,697,803.0,12
228,Surf01,1280,csrt,0.4,0.1,0.0323,0.2339,0.2339,0.8624,0.0324,0.3882,0,1,0,0.59,0.77,41.27,26,0,163,534,79,697,803.0,163
229,Bike07,1280,mil,0.4,0.1,0.0642,0.7778,0.7778,0.7568,0.24,0.41600000000000004,0,1,0,0.61,0.22,14.57,2,16,56,0,0,72,75.0,72
230,Bike07,1280,kcf,0.4,0.1,0.0007,0.0278,0.0278,1.0,0.0,0.9503,1,0,0,1.0,0.97,63.75,0,0,2,70,2,72,75.0,2
231,Bike07,1280,tld,0.4,0.1,0.2312,0.4306,0.4306,0.4189,0.5733,0.0425,0,0,1,0.07,0.57,9.48,2,41,31,0,0,72,75.0,72
232,Bike07,1280,medianflow,0.4,0.1,0.013000000000000001,0.9444,0.9444,0.9189,0.08,0.6039,1,0,0,0.88,0.06,51.07,2,4,68,0,0,72,75.0,72
233,Bike07,1280,goturn,0.4,0.1,0.2933,0.2639,0.2639,0.2568,0.7333,0.0204,0,0,1,0.03,0.74,11.11,2,53,19,0,0,72,75.0,72
234,Bike07,1280,csrt,0.4,0.1,0.0036,1.0,1.0,0.973,0.0267,0.6381,1,0,0,0.89,0.0,21.62,2,0,72,0,0,72,75.0,72
235,Bike07,720,mil,0.4,0.1,0.0808,0.7361,0.7361,0.7162,0.28,0.3123,0,1,0,0.51,0.26,16.57,2,19,53,0,0,72,75.0,72
236,Bike07,720,kcf,0.4,0.1,0.0002,0.0139,0.0139,1.0,0.0,0.9498,1,0,0,1.0,0.99,95.03,0,0,1,71,2,72,75.0,1
237,Bike07,720,tld,0.4,0.1,0.4242,0.0139,0.0139,0.0135,0.9733,0.0028,0,0,1,0.0,0.99,12.42,2,71,1,0,0,72,75.0,72
238,Bike07,720,medianflow,0.4,0.1,0.2774,0.3056,0.3056,0.2973,0.6933,0.017,0,0,1,0.0,0.69,81.03,2,50,22,0,0,72,75.0,72
239,Bike07,720,goturn,0.4,0.1,0.251,0.2639,0.2639,0.2568,0.7333,0.0298,0,0,1,0.03,0.74,12.2,2,53,19,0,0,72,75.0,72
240,Bike07,720,mosse,0.4,0.1,,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,1.0,82.56,0,0,0,72,2,72,75.0,0
241,Bike07,720,csrt,0.4,0.1,0.0034,1.0,1.0,0.973,0.0267,0.6864,1,0,0,1.0,0.0,28.14,2,0,72,0,0,72,75.0,72
242,Human01,720,mil,0.4,0.1,0.1465,0.3016,0.3016,0.2405,0.75,0.1341,0,0,1,0.14,0.7,16.68,16,44,19,0,0,63,80.0,63
243,Human01,720,kcf,0.4,0.1,0.0005,0.0159,0.0159,1.0,0.0,0.9579,1,0,0,1.0,0.98,95.98,0,0,1,62,16,63,80.0,1
244,Human01,720,tld,0.4,0.1,0.1717,0.5238,0.5238,0.4177,0.575,0.0905,0,0,1,0.1,0.48,13.7,16,30,33,0,0,63,80.0,63
245,Human01,720,medianflow,0.4,0.1,0.2275,0.3651,0.3651,0.2911,0.7,0.0242,0,0,1,0.02,0.63,89.63,16,40,23,0,0,63,80.0,63
246,Human01,720,goturn,0.4,0.1,0.1592,0.5556,0.5556,0.44299999999999995,0.55,0.2019,0,1,0,0.33,0.44,13.87,16,28,35,0,0,63,80.0,63
247,Human01,720,mosse,0.4,0.1,,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,1.0,104.87,0,0,0,63,16,63,80.0,0
248,Human01,720,csrt,0.4,0.1,0.0074,1.0,1.0,0.7975,0.2,0.6384,1,0,0,0.98,0.0,36.6,16,0,63,0,0,63,80.0,63
249,Snowboard01,1504,mil,0.4,0.1,0.41,0.2411,0.2411,0.2411,0.7522,0.1572,0,0,1,0.2,0.76,15.41,0,85,27,0,0,112,113.0,112
250,Snowboard01,1504,kcf,0.4,0.1,0.0018,0.0179,0.0179,1.0,0.0,0.8565,1,0,0,1.0,0.98,69.53,0,0,2,110,0,112,113.0,2
251,Snowboard01,1504,tld,0.4,0.1,0.5327,0.2411,0.2411,0.2411,0.7522,0.0949,0,0,1,0.12,0.76,9.86,0,85,27,0,0,112,113.0,112
252,Snowboard01,1504,medianflow,0.4,0.1,0.3649,0.1786,0.1786,0.625,0.1062,0.4978,0,1,0,0.62,0.82,61.82,0,12,20,80,0,112,113.0,32
253,Snowboard01,1504,goturn,0.4,0.1,0.4901,0.2232,0.2232,0.2232,0.7699,0.1205,0,0,1,0.15,0.78,8.15,0,87,25,0,0,112,113.0,112
254,Snowboard01,1504,mosse,0.4,0.1,0.0,0.0089,0.0089,1.0,0.0,0.9698,1,0,0,1.0,0.99,81.39,0,0,1,111,0,112,113.0,1
255,Snowboard01,1504,csrt,0.4,0.1,0.0154,1.0,1.0,1.0,0.0,0.5051,0,1,0,0.67,0.0,22.48,0,0,112,0,0,112,113.0,112
256,Bike07,1504,mil,0.4,0.1,0.0069,1.0,1.0,0.973,0.0267,0.5299,1,0,0,0.83,0.0,13.59,2,0,72,0,0,72,75.0,72
257,Bike07,1504,kcf,0.4,0.1,0.0007,0.0278,0.0278,1.0,0.0,0.9351,1,0,0,1.0,0.97,58.55,0,0,2,70,2,72,75.0,2
258,Bike07,1504,tld,0.4,0.1,0.2269,0.6667,0.6667,0.6486,0.3467,0.4189,0,1,0,0.64,0.33,8.8,2,24,48,0,0,72,75.0,72
259,Bike07,1504,medianflow,0.4,0.1,0.0126,0.9444,0.9444,0.9189,0.08,0.6281,1,0,0,0.88,0.06,48.33,2,4,68,0,0,72,75.0,72
260,Bike07,1504,goturn,0.4,0.1,0.2941,0.2639,0.2639,0.2568,0.7333,0.0206,0,0,1,0.03,0.74,12.98,2,53,19,0,0,72,75.0,72
261,Bike07,1504,mosse,0.4,0.1,0.0004,0.0139,0.0139,1.0,0.0,0.8929,1,0,0,1.0,0.99,61.39,0,0,1,71,2,72,75.0,1
