frame;x1;y1;w;h
1;0.4015625;0.4518518520000001;0.079166667;0.365740741
2;0.403125;0.449074074;0.078125;0.368518519
3;0.4046875;0.448148148;0.0765625;0.365740741
4;0.4057291670000001;0.447222222;0.074479167;0.362037037
5;0.407291667;0.450925926;0.0765625;0.35
6;0.4088541670000001;0.4518518520000001;0.075;0.356481481
7;0.410416667;0.442592593;0.070833333;0.368518519
8;0.409375;0.4518518520000001;0.073958333;0.356481481
9;0.4109375;0.444444444;0.074479167;0.362037037
10;0.411979167;0.448148148;0.075520833;0.356481481
11;0.413020833;0.44537037;0.07239583299999999;0.360185185
12;0.414583333;0.448148148;0.071875;0.351851852
13;0.4140625;0.447222222;0.072916667;0.350925926
14;0.415625;0.446296296;0.07239583299999999;0.350925926
15;0.415625;0.44537037;0.071875;0.352777778
16;0.4171875;0.442592593;0.069791667;0.359259259
17;0.4166666670000001;0.443518519;0.072916667;0.35462963
18;0.4171875;0.439814815;0.072916667;0.367592593
19;0.418229167;0.436111111;0.072916667;0.373148148
20;0.41875;0.436111111;0.07239583299999999;0.368518519
21;0.41875;0.436111111;0.0734375;0.369444444
22;0.419270833;0.436111111;0.073958333;0.362962963
23;0.419270833;0.433333333;0.078125;0.364814815
24;0.419270833;0.433333333;0.07604166700000001;0.371296296
25;0.419270833;0.432407407;0.077083333;0.371296296
26;0.419270833;0.434259259;0.077604167;0.374074074
27;0.418229167;0.433333333;0.08020833299999999;0.369444444
28;0.417708333;0.432407407;0.081770833;0.3722222220000001
29;0.417708333;0.431481481;0.084895833;0.365740741
30;0.418229167;0.432407407;0.08385416700000001;0.35462963
31;0.419270833;0.432407407;0.0828125;0.362037037
32;0.420833333;0.431481481;0.08020833299999999;0.362962963
33;0.4213541670000001;0.42962963;0.080729167;0.377777778
34;0.422395833;0.426851852;0.080729167;0.3722222220000001
35;0.425;0.432407407;0.077083333;0.37037037
36;0.423958333;0.432407407;0.0796875;0.361111111
37;0.4265625;0.427777778;0.0796875;0.368518519
38;0.425520833;0.433333333;0.079166667;0.352777778
39;0.4265625;0.437962963;0.078125;0.339814815
40;0.4265625;0.433333333;0.08020833299999999;0.359259259
41;0.430208333;0.431481481;0.077604167;0.3666666670000001
42;0.428125;0.425925926;0.081770833;0.356481481
43;0.430729167;0.426851852;0.08020833299999999;0.362037037
44;0.43125;0.4083333333333333;0.0796875;0.3888888888888889
45;0.433333333;0.428703704;0.079166667;0.365740741
46;0.4322916670000001;0.423148148;0.0828125;0.362037037
47;0.43125;0.4125;0.08046875;0.3763888888888889
48;0.434375;0.421296296;0.081770833;0.352777778
49;0.4359375;0.427777778;0.08125;0.352777778
50;0.438020833;0.42962963;0.079166667;0.35
51;0.4369791670000001;0.424074074;0.078125;0.3722222220000001
52;0.438541667;0.424074074;0.0765625;0.37037037
53;0.4375;0.425;0.077604167;0.368518519
54;0.438020833;0.425;0.077083333;0.3666666670000001
55;0.4375;0.422222222;0.078125;0.37037037
56;0.4375;0.425925926;0.078125;0.3666666670000001
