frame,x1,y1,w,h
1.0,0.9494791666666668,0.4120370370370369,0.009375,0.03518518518518519
2.0,0.48125,0.5842592592592593,0.026041666666666668,0.08055555555555556
3.0,0.9609375,0.41759259259259257,0.008333333333333333,0.036111111111111115
4.0,0.9619791666666668,0.4185185185185185,0.008333333333333333,0.037037037037037035
5.0,0.9661458333333334,0.4212962962962963,0.008854166666666666,0.03518518518518519
6.0,0.96875,0.4222222222222222,0.009375,0.036111111111111115
7.0,0.9713541666666666,0.4240740740740741,0.010416666666666666,0.03518518518518519
8.0,0.4984375,0.587037037037037,0.02239583333333333,0.0824074074074074
9.0,0.5020833333333333,0.5907407407407408,0.021354166666666667,0.075
10.0,0.5036458333333333,0.5907407407407408,0.021354166666666667,0.075
11.0,0.9817708333333334,0.4287037037037037,0.009375,0.036111111111111115
12.0,0.5057291666666667,0.5925925925925926,0.024479166666666663,0.07777777777777778
13.0,0.9869791666666666,0.4324074074074074,0.009375,0.037037037037037035
14.0,0.5088541666666667,0.5925925925925926,0.026041666666666668,0.08148148148148149
15.0,0.5130208333333334,0.5925925925925926,0.0234375,0.08148148148148149
16.0,0.5140625,0.5925925925925926,0.0234375,0.0787037037037037
17.0,0.5161458333333333,0.5925925925925926,0.02395833333333333,0.07962962962962962
18.0,0.5182291666666666,0.5935185185185186,0.02395833333333333,0.07777777777777778
19.0,0.5192708333333333,0.5953703703703703,0.02395833333333333,0.07777777777777778
20.0,0.521875,0.5953703703703703,0.0234375,0.07777777777777778
21.0,0.5234375,0.5944444444444444,0.02291666666666666,0.0787037037037037
22.0,0.5239583333333333,0.5935185185185186,0.02291666666666666,0.07962962962962962
23.0,0.5239583333333333,0.5944444444444444,0.02291666666666666,0.08148148148148149
24.0,0.2385416666666667,0.2462962962962963,0.01197916666666667,0.052777777777777785
25.0,0.5255208333333333,0.5944444444444444,0.021875,0.07962962962962962
26.0,0.5270833333333333,0.5935185185185186,0.021875,0.07962962962962962
27.0,0.5276041666666667,0.5935185185185186,0.021354166666666667,0.08055555555555556
28.0,0.528125,0.5925925925925926,0.021354166666666667,0.08055555555555556
29.0,0.5286458333333334,0.5925925925925926,0.019791666666666662,0.07592592592592592
30.0,0.5291666666666667,0.5916666666666667,0.01875,0.07962962962962962
31.0,0.5286458333333334,0.5916666666666667,0.01927083333333333,0.08055555555555556
32.0,0.5265625,0.5907407407407408,0.02291666666666666,0.08518518518518517
