frame;x1;y1;w;h
1;0.4765625;0.467592593;0.023958333;0.097222222
2;0.4765625;0.467592593;0.024479167;0.097222222
3;0.476041667;0.467592593;0.028645833;0.107407407
4;0.475;0.466666667;0.030729167;0.106481481
5;0.475520833;0.465740741;0.030729167;0.114814815
6;0.475520833;0.466666667;0.03125;0.109259259
7;0.476041667;0.468518519;0.030208333;0.106481481
8;0.475;0.469444444;0.0328125;0.109259259
9;0.475;0.469444444;0.034375;0.107407407
10;0.475;0.467592593;0.033854167;0.114814815
11;0.474479167;0.467592593;0.034375;0.119444444
12;0.4734375;0.467592593;0.036979167;0.12037037
13;0.475;0.469444444;0.035416667;0.111111111
14;0.472916667;0.468518519;0.0390625;0.108333333
15;0.472916667;0.47037037;0.041666667;0.111111111
16;0.472916667;0.471296296;0.0421875;0.108333333
17;0.4734375;0.471296296;0.041666667;0.107407407
18;0.4734375;0.471296296;0.043229167;0.106481481
19;0.471875;0.464814815;0.044791667;0.118518519
20;0.4734375;0.473148148;0.044791667;0.100925926
21;0.475;0.468518519;0.044791667;0.096296296
22;0.471354167;0.469444444;0.046875;0.105555556
23;0.473958333;0.469444444;0.047395833;0.099074074
24;0.48203125;0.466666667;0.03515625;0.1
25;0.480729167;0.468518519;0.046354167;0.087037037
26;0.478125;0.467592593;0.046875;0.1
27;0.471875;0.463888889;0.05625;0.092592593
28;0.48125;0.465740741;0.0484375;0.094444444
29;0.480729167;0.462962963;0.050520833;0.090740741
30;0.483854167;0.461111111;0.049479167;0.090740741
31;0.4859375;0.459259259;0.047916667;0.1
32;0.481770833;0.456481481;0.053125;0.1
33;0.49296875;0.454166667;0.04375;0.101388889
34;0.49921875;0.454166667;0.0390625;0.095833333
35;0.501041667;0.437962963;0.041145833;0.090740741
36;0.50234375;0.436111111;0.03671875;0.108333333
37;0.5015625;0.434722222;0.0390625;0.097222222
38;0.50546875;0.430555556;0.03515625;0.106944444
39;0.50234375;0.426388889;0.0453125;0.106944444
40;0.50625;0.418055556;0.04296875;0.115277778
41;0.50546875;0.423611111;0.04609375;0.104166667
42;0.50625;0.406944444;0.05;0.113888889
43;0.502083333;0.407407407;0.054166667;0.111111111
44;0.5015625;0.402777778;0.058333333;0.107407407
45;0.5171875;0.402777778;0.044270833;0.091666667
46;0.510416667;0.4;0.055208333;0.102777778
47;0.51875;0.403703704;0.047395833;0.091666667
48;0.52421875;0.4;0.04453125;0.102777778
49;0.528125;0.402777778;0.042708333;0.073148148
50;0.528125;0.403703704;0.043229167;0.097222222
51;0.525;0.400925926;0.0484375;0.103703704
52;0.5328125;0.405555556;0.042708333;0.099074074
53;0.534375;0.40462963;0.043229167;0.107407407
54;0.538020833;0.400925926;0.041145833;0.119444444
55;0.538541667;0.408333333;0.041666667;0.116666667
56;0.541145833;0.412037037;0.038541667;0.115740741
57;0.545833333;0.408333333;0.033333333;0.126851852
58;0.5375;0.417592593;0.040625;0.123148148
59;0.5421875;0.424074074;0.040104167;0.107407407
60;0.5359375;0.421296296;0.047916667;0.114814815
61;0.549479167;0.422222222;0.036979167;0.089814815
62;0.552083333;0.42037037;0.039583333;0.081481481
63;0.553645833;0.421296296;0.0328125;0.065740741
64;0.5546875;0.422222222;0.03125;0.060185185
66;0.553645833;0.418518519;0.030729167;0.056481481
67;0.5546875;0.414814815;0.0265625;0.052777778
68;0.5546875;0.413888889;0.025520833;0.050925926
69;0.554166667;0.409259259;0.028125;0.052777778
70;0.552604167;0.408333333;0.0265625;0.050925926
71;0.552604167;0.4;0.0265625;0.060185185
