frame,x1,y1,w,h
1,0.50546875,0.3819444444444444,0.02265625,0.09583333333333334
2,0.50703125,0.3805555555555555,0.01953125,0.09444444444444444
3,0.50625,0.38333333333333336,0.021875,0.08888888888888889
4,0.50703125,0.3819444444444444,0.02109375,0.09166666666666666
5,0.50859375,0.3805555555555555,0.02421875,0.09166666666666666
6,0.509375,0.37916666666666665,0.0203125,0.09583333333333334
7,0.50859375,0.37777777777777777,0.02265625,0.08888888888888889
8,0.509375,0.3805555555555555,0.021875,0.08611111111111111
9,0.5125,0.375,0.02109375,0.09027777777777778
10,0.51328125,0.375,0.021875,0.09722222222222222
11,0.5125,0.3736111111111111,0.0234375,0.09166666666666666
12,0.5140625,0.37222222222222223,0.025,0.09027777777777778
13,0.51640625,0.37083333333333335,0.0234375,0.09027777777777778
14,0.515625,0.3694444444444445,0.025,0.0875
15,0.51796875,0.3694444444444445,0.02109375,0.09722222222222222
16,0.51640625,0.3638888888888889,0.025,0.09444444444444444
17,0.51875,0.36527777777777776,0.02578125,0.09583333333333334
18,0.5203125,0.36527777777777776,0.02421875,0.10138888888888888
19,0.51953125,0.3597222222222222,0.028125,0.09861111111111112
20,0.52109375,0.3597222222222222,0.02421875,0.09305555555555556
21,0.521875,0.3583333333333333,0.025,0.09583333333333334
22,0.52109375,0.3611111111111111,0.03125,0.0875
23,0.525,0.3583333333333333,0.0234375,0.09027777777777778
24,0.525,0.3597222222222222,0.02421875,0.09166666666666666
25,0.5265625,0.3583333333333333,0.0234375,0.09444444444444444
26,0.52734375,0.3555555555555556,0.0234375,0.0875
27,0.5265625,0.3555555555555556,0.02421875,0.09583333333333334
28,0.52734375,0.3541666666666667,0.025,0.09444444444444444
29,0.528125,0.3527777777777778,0.025,0.09166666666666666
30,0.52734375,0.3541666666666667,0.0265625,0.0875
31,0.52734375,0.35,0.02578125,0.09305555555555556
32,0.53046875,0.3555555555555556,0.0234375,0.08472222222222223
33,0.52890625,0.3527777777777778,0.02578125,0.09305555555555556
34,0.52890625,0.3513888888888889,0.02578125,0.09583333333333334
35,0.5296875,0.3486111111111111,0.02734375,0.1
36,0.5296875,0.3472222222222222,0.02578125,0.09583333333333334
37,0.53046875,0.3486111111111111,0.02578125,0.09305555555555556
38,0.53203125,0.3472222222222222,0.02578125,0.09583333333333334
39,0.53046875,0.3472222222222222,0.028125,0.09444444444444444
40,0.53046875,0.3486111111111111,0.02734375,0.09305555555555556
41,0.53046875,0.3486111111111111,0.0265625,0.08888888888888889
42,0.53046875,0.34444444444444444,0.02734375,0.09305555555555556
