frame;x1;y1;w;h
1.0;0.54140625;0.6333333333333333;0.10859375;0.10833333333333334
2.0;0.5392287234042553;0.6371158392434988;0.1110372340425532;0.09929078014184398
3.0;0.540625;0.6361111111111111;0.10703125;0.10277777777777776
4.0;0.53984375;0.6305555555555555;0.109375;0.10416666666666667
5.0;0.540625;0.6277777777777778;0.1078125;0.10416666666666667
6.0;0.540625;0.6263888888888889;0.1109375;0.10416666666666667
7.0;0.5421875;0.6277777777777778;0.1109375;0.10138888888888888
8.0;0.54140625;0.6222222222222222;0.109375;0.10416666666666667
9.0;0.54296875;0.6208333333333333;0.10859375;0.10138888888888888
10.0;0.54375;0.6166666666666667;0.10859375;0.10694444444444444
11.0;0.54375;0.6180555555555556;0.1078125;0.1
12.0;0.54453125;0.6125;0.1078125;0.10277777777777776
13.0;0.54375;0.6097222222222223;0.11015625;0.10277777777777776
14.0;0.54375;0.6055555555555555;0.10703125;0.10555555555555557
15.0;0.54453125;0.6055555555555555;0.109375;0.10138888888888888
16.0;0.54375;0.6041666666666666;0.11015625;0.09861111111111112
17.0;0.5453125;0.6013888888888889;0.10859375;0.1
18.0;0.54296875;0.5972222222222222;0.11171875;0.10138888888888888
19.0;0.54296875;0.5972222222222222;0.11171875;0.1
20.0;0.54375;0.5930555555555556;0.1109375;0.10277777777777776
21.0;0.54296875;0.5902777777777778;0.11171875;0.1
22.0;0.5418882978723404;0.5898345153664303;0.11369680851063828;0.09692671394799053
23.0;0.5405585106382979;0.5862884160756501;0.11702127659574467;0.09574468085106384
24.0;0.54296875;0.5847222222222223;0.1109375;0.1
25.0;0.5412234042553191;0.5815602836879432;0.11436170212765955;0.0933806146572104
26.0;0.5421875;0.5777777777777777;0.1109375;0.10138888888888888
27.0;0.540625;0.5736111111111111;0.11328125;0.10694444444444444
28.0;0.54140625;0.5722222222222222;0.11171875;0.10277777777777776
29.0;0.5378989361702128;0.5685579196217494;0.11436170212765955;0.10047281323877068
30.0;0.540625;0.5694444444444444;0.11171875;0.10138888888888888
31.0;0.54140625;0.5652777777777778;0.11171875;0.10555555555555557
32.0;0.53984375;0.5611111111111111;0.1109375;0.10277777777777776
33.0;0.53984375;0.5597222222222222;0.1140625;0.10555555555555557
34.0;0.53828125;0.5555555555555556;0.11328125;0.10694444444444444
35.0;0.53828125;0.5513888888888889;0.11328125;0.10555555555555557
36.0;0.5359375;0.55;0.1171875;0.10833333333333334
37.0;0.5390625;0.5458333333333333;0.1140625;0.1111111111111111
38.0;0.5390625;0.5430555555555555;0.11484375;0.11388888888888887
39.0;0.54140625;0.5444444444444444;0.1125;0.10694444444444444
40.0;0.54140625;0.5416666666666666;0.11328125;0.10972222222222222
41.0;0.54140625;0.5388888888888889;0.11328125;0.10972222222222222
42.0;0.5421875;0.5375;0.11484375;0.10833333333333334
43.0;0.540625;0.5319444444444444;0.115625;0.11388888888888887
44.0;0.5385638297872339;0.5378250591016549;0.12167553191489362;0.10047281323877068
45.0;0.5412234042553191;0.5354609929078015;0.11901595744680853;0.10401891252955082
46.0;0.5392287234042553;0.5295508274231678;0.12300531914893616;0.10638297872340426
47.0;0.5398936170212766;0.5260047281323877;0.1196808510638298;0.10520094562647754
48.0;0.5412234042553191;0.5224586288416075;0.11901595744680853;0.10756501182033096
49.0;0.5418882978723404;0.5224586288416075;0.12034574468085105;0.10520094562647754
50.0;0.53984375;0.5166666666666667;0.11875;0.1125
51.0;0.5421875;0.5152777777777777;0.11875;0.11388888888888887
52.0;0.5392287234042553;0.5200945626477541;0.125;0.10047281323877068
53.0;0.54140625;0.5125;0.11953125;0.11388888888888887
54.0;0.53984375;0.5055555555555555;0.12109375;0.11944444444444445
55.0;0.54140625;0.5041666666666667;0.11953125;0.1125
56.0;0.54140625;0.5083333333333333;0.11953125;0.1111111111111111
57.0;0.54140625;0.5041666666666667;0.1203125;0.11388888888888887
58.0;0.540625;0.5027777777777778;0.12109375;0.1125
59.0;0.5418882978723404;0.5047281323877069;0.12167553191489362;0.10756501182033096
60.0;0.5412234042553191;0.5011820330969267;0.12101063829787236;0.1099290780141844
61.0;0.54296875;0.5013888888888889;0.11875;0.10972222222222222
62.0;0.54140625;0.4986111111111111;0.12109375;0.10833333333333334
63.0;0.5421875;0.4916666666666666;0.121875;0.11388888888888887
64.0;0.5421875;0.4888888888888889;0.12109375;0.11527777777777777
