frame;x1;y1;w;h
1;0.006648935999999999;0.178486998;0.06781914900000001;0.11702127699999999
2;0.018617021;0.18676122899999997;0.067154255;0.112293144
3;0.034574468;0.193853428;0.064494681;0.106382979
4;0.043882979;0.19858156;0.068484043;0.11583924300000001
5;0.057180851;0.210401891;0.068484043;0.10520094599999999
6;0.066489362;0.21749409;0.074468085;0.11583924300000001
7;0.08510638300000001;0.225768322;0.068484043;0.11583924300000001
8;0.09453125;0.229166667;0.07265625;0.18194444399999998
9;0.10970744699999999;0.238770686;0.075132979;0.14184397199999998
10;0.121875;0.25;0.0703125;0.176388889
11;0.134308511;0.25531914899999997;0.071143617;0.178486998
12;0.14609375;0.261111111;0.065625;0.194444444
13;0.15859375;0.26666666699999997;0.0671875;0.197222222
14;0.165625;0.270833333;0.06953125;0.20694444399999998
15;0.17578125;0.261111111;0.07265625;0.219444444
16;0.19609375;0.24861111100000002;0.06640625;0.236111111
17;0.20546875;0.251388889;0.06328125;0.218055556
18;0.205452128;0.247044917;0.075797872;0.19503546100000002
19;0.222739362;0.242316785;0.072473404;0.191489362
20;0.23404255300000001;0.22931442100000002;0.073138298;0.196217494
21;0.25066489399999997;0.226950355;0.073138298;0.191489362
22;0.258643617;0.221040189;0.07380319099999999;0.193853428
23;0.273271277;0.216312057;0.078457447;0.203309693
24;0.27992021300000003;0.213947991;0.073138298;0.20094562600000002
25;0.28856383;0.213947991;0.06981383;0.191489362
26;0.30234375;0.20555555600000003;0.0703125;0.240277778
27;0.31316489399999997;0.21158392399999998;0.071143617;0.191489362
28;0.3203125;0.20972222199999999;0.06328125;0.223611111
29;0.32712766;0.21513002399999998;0.068484043;0.192671395
30;0.3375;0.21111111100000002;0.06171875;0.222222222
31;0.34296875;0.215277778;0.06328125;0.21666666699999998
32;0.3546875;0.21666666699999998;0.05859375;0.219444444
33;0.359707447;0.223404255;0.070478723;0.184397163
34;0.36768617;0.224586288;0.069148936;0.176122931
35;0.377659574;0.226950355;0.064494681;0.17257683199999999
36;0.38297872299999997;0.23404255300000001;0.065159574;0.161938534
37;0.390957447;0.23640661899999998;0.06781914900000001;0.165484634
38;0.401595745;0.242316785;0.0625;0.174940898
39;0.408244681;0.247044917;0.066489362;0.16784870000000002
40;0.412898936;0.25177305;0.06981383;0.160756501
41;0.42109375;0.25;0.06875;0.20694444399999998
42;0.432845745;0.265957447;0.06781914900000001;0.16903073300000002
43;0.43828125;0.26666666699999997;0.07265625;0.194444444
44;0.44140625;0.275;0.07734375;0.18333333300000001
45;0.4515625;0.275;0.07578125;0.190277778
46;0.45546875;0.27777777800000003;0.07890625;0.19166666699999999
47;0.467420213;0.293144208;0.067154255;0.138297872
48;0.47109375;0.293055556;0.07421875;0.184722222
49;0.47890625;0.29861111100000004;0.07421875;0.18194444399999998
50;0.48671875;0.305555556;0.0703125;0.176388889
51;0.49468085100000003;0.325059102;0.061170213;0.139479905
52;0.5;0.325;0.0671875;0.173611111
53;0.5046875;0.333333333;0.0671875;0.16944444399999997
54;0.51171875;0.340277778;0.0640625;0.173611111
55;0.517287234;0.35106383;0.063164894;0.139479905
56;0.525930851;0.35815602799999996;0.058510638;0.153664303
57;0.5299202129999999;0.36288416100000004;0.058510638;0.15248227
58;0.534574468;0.37706855799999994;0.056515957;0.140661939
59;0.541223404;0.378250591;0.050531915;0.14775413699999998
60;0.54587766;0.39007092200000004;0.051196809;0.145390071
61;0.5518617020000001;0.399527187;0.054521277;0.156028369
62;0.555851064;0.410165485;0.051196809;0.132387707
63;0.5578125;0.413888889;0.05390625;0.163888889
64;0.563164894;0.419621749;0.045212765999999995;0.157210402
65;0.57109375;0.427777778;0.03828125;0.159722222
66;0.571808511;0.443262411;0.043218085;0.163120567
67;0.5751329789999999;0.449172577;0.043882979;0.17257683199999999
68;0.57912234;0.457446809;0.041888298;0.17021276600000002
69;0.5859375;0.465277778;0.03671875;0.13888888900000002
70;0.5890625;0.47083333299999997;0.03828125;0.125
